,Gender.F,Zone.1,Zone.2,Zone.3,Zone.4,Zone.5,Zone.6,Class.1,Class.2,Class.3,Class.4,Class.5,Class.6,BonusClass.1,BonusClass.2,BonusClass.3,BonusClass.4,BonusClass.5,BonusClass.6,OwnersAge,VehiculeAge,Duration,NumberClaims,ClaimFrequency
17971,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.21052631578947398,0.0808080808080808,0.44931499999999996,0,0.0
4684,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0921052631578947,0.17171717171717202,0.542466,0,0.0
5705,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.10526315789473699,0.161616161616162,0.00274,0,0.0
27531,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.328947368421053,0.131313131313131,0.5041100000000001,0,0.0
36533,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.39473684210526294,0.131313131313131,0.00274,0,0.0
8513,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.131578947368421,0.131313131313131,0.00274,0,0.0
10513,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.144736842105263,0.0202020202020202,0.29863,0,0.0
25131,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.315789473684211,0.17171717171717202,0.446575,0,0.0
9008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.131578947368421,0.0505050505050505,0.25205500000000003,0,0.0
53441,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.513157894736842,0.191919191919192,0.49588999999999994,0,0.0
37383,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.39473684210526294,0.0707070707070707,0.7369859999999999,0,0.0
20624,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0.383838383838384,1.0,0,0.0
24239,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.302631578947368,0.26262626262626304,0.49588999999999994,0,0.0
61196,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.618421052631579,0.15151515151515196,1.0,0,0.0
8109,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.131578947368421,0.17171717171717202,0.49588999999999994,0,0.0
18446,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.223684210526316,0.212121212121212,0.484932,0,0.0
6444,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.11842105263157901,0.131313131313131,0.465753,0,0.0
56445,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.539473684210526,0.25252525252525304,0.50137,0,0.0
41326,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.421052631578947,0.222222222222222,0.5041100000000001,0,0.0
59471,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.578947368421053,0.232323232323232,1.249315,0,0.0
44980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.447368421052632,0.0505050505050505,2.380822,0,0.0
3457,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0789473684210526,0.0707070707070707,0.5041100000000001,0,0.0
52342,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.0101010101010101,1.419178,0,0.0
47243,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.460526315789474,0.0202020202020202,2.50411,0,0.0
22963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.27631578947368396,0.0909090909090909,0.47945200000000004,0,0.0
41445,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.421052631578947,0.17171717171717202,3.687671,0,0.0
34675,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.381578947368421,0.191919191919192,0.871233,0,0.0
5554,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.10526315789473699,0.0404040404040404,1.0,0,0.0
57691,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5526315789473679,0.101010101010101,0.50137,0,0.0
40178,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.421052631578947,0.17171717171717202,0.9917809999999999,0,0.0
45546,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.447368421052632,0.222222222222222,1.0,0,0.0
6513,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.11842105263157901,0.101010101010101,0.5041100000000001,0,0.0
5898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.10526315789473699,0.0808080808080808,1.164384,0,0.0
54372,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.0909090909090909,0.534247,0,0.0
6202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10526315789473699,0.0101010101010101,1.060274,0,0.0
48499,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47368421052631604,0.15151515151515196,2.213699,0,0.0
38145,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.40789473684210503,0.0707070707070707,0.273973,0,0.0
13217,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.171052631578947,0.101010101010101,1.419178,1,0.70463324544208
54722,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.526315789473684,0.12121212121212101,1.4904110000000002,0,0.0
19020,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.223684210526316,0.141414141414141,0.23013699999999998,0,0.0
54529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.17171717171717202,5.369863,0,0.0
26952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.328947368421053,0.0808080808080808,0.5041100000000001,0,0.0
56857,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5526315789473679,0.0808080808080808,0.9698629999999999,0,0.0
25697,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.315789473684211,0.141414141414141,0.391781,0,0.0
22253,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.27631578947368396,0.141414141414141,0.23013699999999998,0,0.0
40614,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.421052631578947,0.141414141414141,2.246575,0,0.0
38424,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.40789473684210503,0.0303030303030303,0.531507,0,0.0
43128,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.434210526315789,0.0404040404040404,2.958904,0,0.0
64412,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.828947368421053,0.161616161616162,0.49588999999999994,0,0.0
60613,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6052631578947371,0.0707070707070707,1.0,0,0.0
56889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5526315789473679,0.12121212121212101,0.668493,0,0.0
15416,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.18421052631578896,0.15151515151515196,0.49588999999999994,0,0.0
46777,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.460526315789474,0.202020202020202,1.0,0,0.0
16677,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.197368421052632,0.0606060606060606,0.753425,0,0.0
61312,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.618421052631579,0.555555555555556,0.49588999999999994,0,0.0
18832,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.223684210526316,0.101010101010101,1.0,0,0.0
43843,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.434210526315789,0.0303030303030303,0.50137,0,0.0
39327,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.40789473684210503,0.26262626262626304,1.0,0,0.0
29903,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.35526315789473706,0.0909090909090909,0.032876999999999997,0,0.0
24777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.302631578947368,0.191919191919192,0.517808,0,0.0
48252,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.47368421052631604,0.787878787878788,0.821918,0,0.0
28086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.34210526315789497,0.12121212121212101,0.512329,0,0.0
31347,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.35526315789473706,0.131313131313131,1.09589,0,0.0
57657,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5526315789473679,0.161616161616162,0.50137,0,0.0
32577,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.368421052631579,0.0101010101010101,1.312329,0,0.0
47133,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.460526315789474,0.0909090909090909,1.153425,0,0.0
6646,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.11842105263157901,0.111111111111111,0.287671,0,0.0
36398,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39473684210526294,0.101010101010101,0.950685,0,0.0
48417,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.47368421052631604,0.0202020202020202,0.5671229999999999,0,0.0
9619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.131578947368421,0.0404040404040404,1.0,0,0.0
20982,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.25,0.101010101010101,0.164384,0,0.0
41409,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.421052631578947,0.111111111111111,0.531507,0,0.0
3470,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0789473684210526,0.141414141414141,0.00274,0,0.0
2854,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0789473684210526,0.131313131313131,1.375342,0,0.0
9538,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.131578947368421,0.0606060606060606,1.128767,0,0.0
43673,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.434210526315789,0.0606060606060606,1.0,0,0.0
39797,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.40789473684210503,0.0202020202020202,0.08493200000000001,0,0.0
20803,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.494949494949495,0.342466,0,0.0
12816,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.171052631578947,0.12121212121212101,0.471233,0,0.0
27285,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.328947368421053,0.191919191919192,2.457534,0,0.0
26565,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.328947368421053,0.191919191919192,0.536986,0,0.0
38093,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.40789473684210503,0.131313131313131,0.249315,0,0.0
24394,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.302631578947368,0.161616161616162,2.0,0,0.0
13707,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.171052631578947,0.0101010101010101,0.454795,0,0.0
2451,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0657894736842105,0.0707070707070707,0.8849319999999999,0,0.0
48663,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.47368421052631604,0.0101010101010101,1.526027,0,0.0
21396,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.263157894736842,0.24242424242424201,0.00274,0,0.0
35403,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.381578947368421,0.0505050505050505,0.09589,0,0.0
45694,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.447368421052632,0.0606060606060606,0.00274,0,0.0
34653,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.381578947368421,0.141414141414141,0.978082,0,0.0
31695,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0.12121212121212101,1.0,0,0.0
32048,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.368421052631579,0.0505050505050505,0.613699,0,0.0
48378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.47368421052631604,0.12121212121212101,2.969863,0,0.0
45953,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.460526315789474,0.15151515151515196,0.421918,0,0.0
22335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.27631578947368396,0.111111111111111,0.50137,0,0.0
1314,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.0808080808080808,0.47945200000000004,0,0.0
39788,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.40789473684210503,0.161616161616162,0.10137,0,0.0
49253,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.47368421052631604,0.0707070707070707,1.49589,0,0.0
48563,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.47368421052631604,0.404040404040404,0.00274,0,0.0
14635,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18421052631578896,0.17171717171717202,1.0,0,0.0
37005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.39473684210526294,0.515151515151515,0.49588999999999994,0,0.0
18044,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.21052631578947398,0.0707070707070707,0.246575,0,0.0
45556,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.447368421052632,0.0303030303030303,1.4,0,0.0
25173,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.315789473684211,0.313131313131313,1.0,0,0.0
9988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.144736842105263,0.12121212121212101,0.060274,0,0.0
12384,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.157894736842105,0.17171717171717202,1.0,0,0.0
6511,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.11842105263157901,0.0808080808080808,0.312329,0,0.0
54018,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.513157894736842,0.15151515151515196,8.263014,0,0.0
55342,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.526315789473684,0.17171717171717202,1.49863,0,0.0
57603,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5526315789473679,0.25252525252525304,0.49588999999999994,0,0.0
15658,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.197368421052632,0.15151515151515196,0.926027,0,0.0
47535,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.460526315789474,0.141414141414141,1.9315069999999999,0,0.0
64166,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.763157894736842,0.313131313131313,0.99726,0,0.0
16258,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.197368421052632,0.0707070707070707,0.531507,0,0.0
59192,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.578947368421053,0.141414141414141,0.473973,0,0.0
24682,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.302631578947368,0.141414141414141,1.50411,0,0.0
51005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4868421052631579,0.0909090909090909,0.49863,0,0.0
57146,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5526315789473679,0.4747474747474749,0.00274,0,0.0
35144,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.381578947368421,0.25252525252525304,0.45205500000000004,0,0.0
39071,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40789473684210503,0.15151515151515196,0.99726,0,0.0
46396,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.460526315789474,0.0303030303030303,2.0,0,0.0
53678,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.513157894736842,0.141414141414141,1.0,0,0.0
19289,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.23684210526315802,0.0505050505050505,0.408219,0,0.0
20334,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.25,0.0909090909090909,0.41643800000000003,0,0.0
54918,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.526315789473684,0.18181818181818202,0.49863,0,0.0
38930,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.40789473684210503,0.18181818181818202,2.49863,0,0.0
48633,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.47368421052631604,0.161616161616162,0.8657530000000001,0,0.0
56759,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.539473684210526,0.141414141414141,0.405479,0,0.0
48602,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.47368421052631604,0.0808080808080808,0.224658,0,0.0
49907,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4868421052631579,0.0808080808080808,1.361644,0,0.0
55340,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.526315789473684,0.17171717171717202,0.9397260000000001,0,0.0
40937,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.421052631578947,0.18181818181818202,0.613699,0,0.0
60183,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.592105263157895,0.0404040404040404,0.917808,0,0.0
20540,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.25,0.18181818181818202,0.964384,0,0.0
41163,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.421052631578947,0.15151515151515196,1.0,0,0.0
6008,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.10526315789473699,0.17171717171717202,1.386301,0,0.0
18262,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.223684210526316,0.0909090909090909,0.44931499999999996,0,0.0
10387,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.144736842105263,0.111111111111111,0.00274,0,0.0
47629,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.460526315789474,0.0505050505050505,0.071233,0,0.0
31201,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.35526315789473706,0.0,0.369863,0,0.0
15665,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.197368421052632,0.0909090909090909,0.20821900000000002,0,0.0
29380,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.34210526315789497,0.222222222222222,0.975342,0,0.0
9139,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.131578947368421,0.0303030303030303,0.6794520000000001,0,0.0
57711,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5526315789473679,0.17171717171717202,0.9342469999999999,0,0.0
11871,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.157894736842105,0.12121212121212101,0.317808,0,0.0
3410,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0789473684210526,0.15151515151515196,1.030137,0,0.0
42865,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.434210526315789,0.0,0.47671199999999997,0,0.0
11613,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.157894736842105,0.161616161616162,0.25753400000000004,0,0.0
11777,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.157894736842105,0.0101010101010101,0.9397260000000001,0,0.0
59629,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.578947368421053,0.17171717171717202,0.945205,0,0.0
28959,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.34210526315789497,0.0707070707070707,1.991781,0,0.0
6505,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.11842105263157901,0.161616161616162,0.49863,0,0.0
943,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0394736842105263,0.0606060606060606,0.383562,0,0.0
16355,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.197368421052632,0.424242424242424,0.457534,0,0.0
18461,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.223684210526316,0.111111111111111,0.126027,0,0.0
22043,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.263157894736842,0.0101010101010101,0.49588999999999994,0,0.0
46837,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.460526315789474,0.18181818181818202,1.0,0,0.0
12376,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.157894736842105,0.15151515151515196,0.668493,0,0.0
53767,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.513157894736842,0.29292929292929304,1.0,0,0.0
51587,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.191919191919192,0.49588999999999994,0,0.0
36034,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.39473684210526294,0.0808080808080808,0.8876709999999999,0,0.0
27560,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.328947368421053,0.12121212121212101,0.6575340000000001,0,0.0
18644,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.223684210526316,0.18181818181818202,1.3506850000000001,0,0.0
6412,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.11842105263157901,0.141414141414141,0.49588999999999994,0,0.0
52231,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0.0808080808080808,1.0,0,0.0
6134,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.10526315789473699,0.0606060606060606,0.5808220000000001,0,0.0
32786,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.368421052631579,0.141414141414141,0.50137,0,0.0
63926,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7236842105263158,0.15151515151515196,1.0,0,0.0
46921,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.460526315789474,0.0505050505050505,0.961644,0,0.0
58801,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.578947368421053,0.111111111111111,1.0,0,0.0
10334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.144736842105263,0.111111111111111,0.00274,0,0.0
55090,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.526315789473684,0.383838383838384,1.0,0,0.0
19977,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.23684210526315802,0.26262626262626304,1.0,0,0.0
25574,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.315789473684211,0.25252525252525304,1.0,0,0.0
36344,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.39473684210526294,0.161616161616162,0.427397,0,0.0
24033,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.302631578947368,0.25252525252525304,1.0,0,0.0
49150,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.47368421052631604,0.101010101010101,1.791781,0,0.0
52873,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0.141414141414141,0.49863,0,0.0
20242,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.17171717171717202,1.0,0,0.0
8960,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.131578947368421,0.0707070707070707,0.49863,0,0.0
44190,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.447368421052632,0.313131313131313,0.950685,0,0.0
40782,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.421052631578947,0.0,0.717808,0,0.0
32772,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.368421052631579,0.111111111111111,0.9698629999999999,0,0.0
7831,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.11842105263157901,0.0202020202020202,0.00274,0,0.0
44413,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.447368421052632,0.161616161616162,0.13150699999999999,0,0.0
35347,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.381578947368421,0.15151515151515196,2.69863,0,0.0
35868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.39473684210526294,0.15151515151515196,0.347945,0,0.0
47894,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.47368421052631604,0.0909090909090909,1.0,0,0.0
20404,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.17171717171717202,0.00274,0,0.0
10007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.144736842105263,0.212121212121212,0.44931499999999996,0,0.0
48115,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.47368421052631604,0.0404040404040404,0.712329,0,0.0
30694,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.35526315789473706,0.222222222222222,1.0,0,0.0
11114,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.144736842105263,0.3737373737373739,1.0,0,0.0
43142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.434210526315789,0.141414141414141,0.50137,0,0.0
33310,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.368421052631579,0.161616161616162,3.6958900000000003,0,0.0
14092,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.171052631578947,0.15151515151515196,1.150685,0,0.0
4316,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0921052631578947,0.18181818181818202,0.5041100000000001,0,0.0
4164,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0921052631578947,0.0404040404040404,0.553425,1,1.8069295749198202
